"Free/Promotiona"
"40307A"
"Invoice on Disk"
"08/15/19"
1,"FEB198087U ","AURORA SEQUIN SPARKLES STAR NARWHAL (C: 1-1-2)",14.99,8.9940,8.99,10,2,""
1,"JAN198939D ","BATMAN WHITE KNIGHT HC",29.99,13.4955,13.50,3,2,"DC COMICS"
1,"JAN198939D ","BATMAN WHITE KNIGHT HC",29.99,13.4955,13.50,3,2,"DC COMICS"
1,"MAY191707H ","FILMFAX #154 (C: 0-1-2)",9.95,5.9700,5.97,2,2,"FILMFAX"
1,"APR191942F ","SAMURAI GRANDPA #1",3.99,2.3142,2.31,1,2,"SOURCE POINT PRESS"
1,"MAY190840D ","SYMBIOTE SPIDER-MAN #4 (OF 5) LIM VAR",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
4,"JUN198402D ","HOUSE OF X #2 (OF 6) 2ND PTG LARRAZ VAR",4.99,2.1956,8.78,1,2,"MARVEL COMICS"
4,"JUN190819D ","HOUSE OF X #2 (OF 6) YOUNG VAR",4.99,2.1956,8.78,1,2,"MARVEL COMICS"
8,"JUN190835D ","POWERS OF X #3 (OF 6)",4.99,2.1956,17.56,1,2,"MARVEL COMICS"
4,"JUN190838D ","POWERS OF X #3 (OF 6) BENGAL CHARACTER DECADES VAR",4.99,2.1956,8.78,1,2,"MARVEL COMICS"
4,"JUN190839D ","POWERS OF X #3 (OF 6) YOUNG VAR",4.99,2.1956,8.78,1,2,"MARVEL COMICS"
3,"JUN191368F ","SECOND COMING #2 (MR)",3.99,2.3142,6.94,1,2,"AHOY COMICS"
10,"JUN190761D ","ABSOLUTE CARNAGE #1 (OF 5) AC",7.99,3.5156,35.16,1,7,"MARVEL COMICS"
6,"JUN190762D ","ABSOLUTE CARNAGE #1 (OF 5) ARTGERM VAR AC",7.99,3.5156,21.09,1,7,"MARVEL COMICS"
2,"JUN190774D ","ABSOLUTE CARNAGE #1 (OF 5) BLANK VAR AC",7.99,3.5156,7.03,1,7,"MARVEL COMICS"
8,"JUN190803D ","ABSOLUTE CARNAGE SCREAM #1 (OF 3) AC",3.99,1.7556,14.04,1,7,"MARVEL COMICS"
