"No Cost Match-t"
"40307A"
"Invoice on Disk"
"08/01/19"
3,"MAY190824D ","AMAZING SPIDER-MAN #25 BLANK VAR",7.99,3.5156,10.55,1,7,"MARVEL COMICS"
1,"MAY191423E ","ARCHIE #706 (ARCHIE & SABRINA PT 2) CVR A FISH (RES)",3.99,2.1147,2.11,1,7,"ARCHIE COMIC PUBLICATIONS"
1,"MAY190055D ","BEAUTY #28 CVR A HAUN & FILARDI (MR)",3.99,1.7955,1.80,1,7,"IMAGE COMICS"
5,"MAY191270E ","FIVE YEARS #3",3.99,2.1147,10.57,1,7,"ABSTRACT STUDIOS"
1,"MAY190811D ","INVADERS #7",3.99,1.7556,1.76,1,7,"MARVEL COMICS"
1,"MAY190429D ","JUSTICE LEAGUE DARK #13 YOTV THE OFFER",3.99,1.7955,1.80,1,7,"DC COMICS"
1,"MAY191961F ","LIFE IS STRANGE #7 CVR B GAME ART (MR)",3.99,2.3142,2.31,1,7,"TITAN COMICS"
1,"MAY190433D ","LUCIFER #10 (MR)",3.99,1.7955,1.80,1,7,"DC COMICS"
1,"MAY191311E ","WALK THROUGH HELL #12 (MR)",3.99,2.1147,2.11,1,7,"AFTERSHOCK COMICS"
1,"MAY190819D ","AMAZING SPIDER-MAN #25 HIPP VAR",7.99,3.5156,3.52,1,2,"MARVEL COMICS"
1,"MAY190379D ","BATGIRL #37 YOTV THE OFFER",3.99,1.7955,1.80,1,2,"DC COMICS"
1,"NOV180225V ","BEASTS OF BURDEN WISE DOGS & ELDRITCH MEN HC VOL 01 (C: 1-1-",22.99,10.9203,10.92,3,2,"DARK HORSE COMICS"
1,"FEB198058I ","INITIAL D 1/24 SCALE DIE CAST 86 TOYOTA TRUENO CAR & FIGURE",24.99,16.2435,16.24,10,2,""
2,"JUL181556F ","LAND THAT TIME FORGOT #1 FEAR ON FOUR WORLDS WOLFER MAIN CVR",3.99,2.3142,4.63,1,2,"AMERICAN MYTHOLOGY PRODUCTIONS"
1,"MAR191301E ","LUMBERJANES TP VOL 12 (C: 0-1-2)",14.99,7.4950,7.50,3,2,"BOOM! STUDIOS"
1,"MAY190880D ","PUNISHER ANNUAL #1 CHRISTOPHER CONNECTING VAR",4.99,2.1956,2.20,1,2,"MARVEL COMICS"
2,"MAR190866D ","SPIDER-MAN CITY AT WAR #3 (OF 6)",3.99,1.7556,3.51,1,2,"MARVEL COMICS"
2,"APR190834D ","SPIDER-MAN CITY AT WAR #4 (OF 6)",3.99,1.7556,3.51,1,2,"MARVEL COMICS"
1,"OCT108124J ","DAY EARLY DELIVERY COMPLIANCE FUND (NET)",4.00,4.0000,4.00,700,0,""
7,"JUN190761D ","ABSOLUTE CARNAGE #1 (OF 4) AC",7.99,3.5156,24.61,1,1,"MARVEL COMICS"
10,"JUN190762D ","ABSOLUTE CARNAGE #1 (OF 4) ARTGERM VAR AC",7.99,3.5156,35.16,1,1,"MARVEL COMICS"
3,"JUN190774D ","ABSOLUTE CARNAGE #1 (OF 4) BLANK VAR AC",7.99,3.5156,10.55,1,1,"MARVEL COMICS"
2,"JUN190764D ","ABSOLUTE CARNAGE #1 (OF 4) CHRISTOPHER ACTION FIGURE VAR AC",7.99,3.5156,7.03,1,1,"MARVEL COMICS"
1,"JUN190769D ","ABSOLUTE CARNAGE #1 (OF 4) DELLOTTO CULT OF CARNAGE VAR AC",7.99,3.5156,3.52,1,1,"MARVEL COMICS"
