"Free/Promotiona"
"40307A"
"Invoice on Disk"
"07/25/19"
1,"MAY192045F ","CREEPS #20 (MR)",5.95,3.2725,3.27,2,2,"WARRANT PUBLISHING COMPANY"
2,"MAY191892F ","CRUCIFIED #2",3.99,2.3142,4.63,1,2,"SCOUT COMICS"
1,"APR190876D ","DAREDEVIL #7 YU MARVELS 25TH TRIBUTE VAR",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
1,"APR190876D ","DAREDEVIL #7 YU MARVELS 25TH TRIBUTE VAR",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
2,"MAY191463F ","LADY MECHANIKA SANGRE #2 (OF 5) MAIN & MIX VAR CVRS",3.99,2.1945,4.39,1,2,"BENITEZ PRODUCTIONS"
2,"MAY181342F ","MOON MAID #1 WOLFER MAIN CVR",3.99,2.3142,4.63,1,2,"AMERICAN MYTHOLOGY PRODUCTIONS"
1,"MAY198159D ","SILVER SURFER BLACK #1 (OF 5) 3RD PTG MOORE VAR",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
3,"MAY190934D ","STAR WARS TIE FIGHTER #4 (OF 5)",3.99,1.7556,5.27,1,2,"MARVEL COMICS"
1,"MAY190899D ","UNCANNY X-MEN #22",4.99,2.1956,2.20,1,2,"MARVEL COMICS"
4,"APR190904D ","WOLVERINE INFINITY WATCH #5 (OF 5)",3.99,1.7556,7.02,1,2,"MARVEL COMICS"
1,"MAR181754E ","WORMWORLD SAGA TP VOL 01 SAGA BEGINS",9.99,5.2947,5.29,3,2,"LION FORGE"
2,"MAY191324F ","SECOND COMING #1 CVR B PACE (MR)",3.99,2.3142,4.63,1,2,"AHOY COMICS"
2,"MAY190825D ","AMAZING SPIDER-MAN #26",3.99,1.7556,3.51,1,7,"MARVEL COMICS"
2,"MAY190378D ","AQUAMAN #50 CARD STOCK VAR ED YOTV THE OFFER",5.99,2.6955,5.39,1,7,"DC COMICS"
1,"MAY191424E ","ARCHIE #706 (ARCHIE & SABRINA PT 2) CVR B ISAACS (RES)",3.99,2.1147,2.11,1,7,"ARCHIE COMIC PUBLICATIONS"
1,"MAY192055F ","BELLE OATH OF THORNS #1 CVR F GARVEY",3.99,2.3142,2.31,1,7,"ZENESCOPE ENTERTAINMENT INC"
1,"MAY191426E ","BETTY & VERONICA FRIENDS FOREVER BACK TO STORYBOOK LAND #1",2.99,1.5847,1.58,1,7,"ARCHIE COMIC PUBLICATIONS"
1,"MAY191943E ","BLOODBORNE #13 CVR B YOSHIOKA (MR)",3.99,2.1147,2.11,1,7,"TITAN COMICS"
2,"MAY191235E ","BONE PARISH #11 (OF 12)",3.99,2.1147,4.23,1,7,"BOOM! STUDIOS"
1,"MAY190394D ","CATWOMAN #13 CARD STOCK VAR ED YOTV THE OFFER",4.99,2.2455,2.25,1,7,"DC COMICS"
1,"MAY190393D ","CATWOMAN #13 YOTV THE OFFER",3.99,1.7955,1.80,1,7,"DC COMICS"
1,"MAY190062D ","CURSE WORDS #23 CVR B BROWNE INTERCONNECTED (MR)",3.99,1.7955,1.80,1,7,"IMAGE COMICS"
5,"MAY190402D ","DETECTIVE COMICS #1008 YOTV THE OFFER",3.99,1.7955,8.98,1,7,"DC COMICS"
2,"MAY190411D ","FLASH #75 YOTV THE OFFER",4.99,2.2455,4.49,1,7,"DC COMICS"
1,"MAR190708E ","GI JOE A REAL AMERICAN HERO #264 CVR A DIAZ (C: 1-0-0)",3.99,1.9950,2.00,1,7,"IDW PUBLISHING"
1,"MAY192075F ","GRETEL #5 (OF 5) CVR C SANTACRUZ (MR)",3.99,2.3142,2.31,1,7,"ZENESCOPE ENTERTAINMENT INC"
1,"MAY191800E ","INFINITY 8 #13 (MR)",3.99,2.1147,2.11,1,7,"LION FORGE"
1,"APR190962D ","IRONHEART TP VOL 01 THOSE WITH COURAGE",17.99,7.9156,7.92,3,7,"MARVEL COMICS"
1,"MAY191071E ","JAMES BOND 007 #9 CVR A JOHNSON",3.99,2.1147,2.11,1,7,"DYNAMITE"
