"Free/Promotiona"
"40307A"
"Invoice on Disk"
"08/08/19"
3,"MAY190863D ","BLACK PANTHER #14 BROWN CARNAGE-IZED VAR",3.99,1.7556,5.27,1,2,"MARVEL COMICS"
1,"APR190876D ","DAREDEVIL #7 YU MARVELS 25TH TRIBUTE VAR",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
1,"APR190876D ","DAREDEVIL #7 YU MARVELS 25TH TRIBUTE VAR",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
1,"OCT120821H ","FERALS HC VOL 01 (MR) (C: 0-1-2)",27.99,16.7940,16.79,3,2,"BOUNDLESS COMICS"
1,"MAR198876J ","GODZILLA VINYL 3.5IN SCALE FIG ASST A (NET) (C: 1-1-2)",48.63,48.6300,48.63,10,2,""
1,"MAY190073D ","ICE CREAM MAN #13 CVR A MORAZZO & OHALLORAN (MR)",3.99,1.7955,1.80,1,2,"IMAGE COMICS"
1,"OCT110949H ","LADY DEATH (ONGOING) HC VOL 01 (MR) (C: 0-1-2)",32.99,19.7940,19.79,3,2,"BOUNDLESS COMICS"
2,"MAY191463F ","LADY MECHANIKA SANGRE #2 (OF 5) MAIN & MIX VAR CVRS",3.99,2.1945,4.39,1,2,"BENITEZ PRODUCTIONS"
1,"MAY190433D ","LUCIFER #10 (MR)",3.99,1.7955,1.80,1,2,"DC COMICS"
2,"MAY181342F ","MOON MAID #1 WOLFER MAIN CVR",3.99,2.3142,4.63,1,2,"AMERICAN MYTHOLOGY PRODUCTIONS"
3,"MAY190090D ","PORT OF EARTH #12",3.99,1.7955,5.39,1,2,"IMAGE COMICS"
1,"MAY198159D ","SILVER SURFER BLACK #1 (OF 5) 3RD PTG MOORE VAR",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
3,"MAY190934D ","STAR WARS TIE FIGHTER #4 (OF 5)",3.99,1.7556,5.27,1,2,"MARVEL COMICS"
1,"OCT162014E ","TOMIE COMPLETE DLX ED HC JUNJI ITO (MR) (C: 1-0-0)",34.99,18.5447,18.54,3,2,"VIZ MEDIA LLC"
1,"MAY190899D ","UNCANNY X-MEN #22",4.99,2.1956,2.20,1,2,"MARVEL COMICS"
4,"APR190904D ","WOLVERINE INFINITY WATCH #5 (OF 5)",3.99,1.7556,7.02,1,2,"MARVEL COMICS"
1,"MAR181754E ","WORMWORLD SAGA TP VOL 01 SAGA BEGINS",9.99,5.2947,5.29,3,2,"LION FORGE"
2,"FEB198086U ","AURORA MANDRA SLOTH 10IN PLUSH (C: 1-1-2)",17.99,10.7940,21.59,10,2,""
1,"FEB198088U ","AURORA SILVER UNICORN 12IN PLUSH (C: 1-1-2)",14.99,8.9940,8.99,10,2,""
1,"MAY190828D ","VENOM #16 LIM CARNAGE-IZED VAR",3.99,1.7556,1.76,1,2,"MARVEL COMICS"
1,"MAR190274D ","ALIENS RESCUE #1 CVR A DE LA TORRE",3.99,1.7955,1.80,1,7,"DARK HORSE COMICS"
2,"MAY190746D ","AVENGERS #22",3.99,1.7556,3.51,1,7,"MARVEL COMICS"
1,"MAY190381D ","BATMAN BEYOND #34",3.99,1.7955,1.80,1,7,"DC COMICS"
2,"NOV070226D ","BATMAN THE KILLING JOKE SPECIAL ED HC",17.99,8.0955,16.19,3,7,"DC COMICS"
4,"JUN190448D ","BATMAN WHO LAUGHS #7 (OF 7)",4.99,2.2455,8.98,1,7,"DC COMICS"
2,"SEP140924D ","CAPTAIN AMERICA EPIC COLLECTION TP CAPTAIN LIVES AGAIN",34.99,15.3956,30.79,3,7,"MARVEL COMICS"
2,"MAY190628E ","CROW HACK SLASH #2 CVR A SEELEY",3.99,1.9950,3.99,1,7,"IDW PUBLISHING"
1,"JUN190997D ","DEAD MAN LOGAN #10 (OF 12)",3.99,1.7556,1.76,1,7,"MARVEL COMICS"
1,"MAY190047D ","DEADLY CLASS TP VOL 08 NEVER GO BACK (MR)",16.99,7.6455,7.65,3,7,"IMAGE COMICS"
2,"MAY190748D ","DEATHS HEAD #1 (OF 4)",3.99,1.7556,3.51,1,7,"MARVEL COMICS"
1,"JUN190059D ","DIE #6 CVR B MOMOKO (MR)",3.99,1.7955,1.80,1,7,"IMAGE COMICS"
2,"MAY198155D ","DOOMSDAY CLOCK #9 (OF 12) 2ND PTG",4.99,2.2455,4.49,1,7,"DC COMICS"
1,"APR130255D ","FAIREST TP VOL 02 HIDDEN KINGDOM (MR)",14.99,6.7455,6.75,3,7,"DC COMICS"
2,"MAY191270E ","FIVE YEARS #3",3.99,2.1147,4.23,1,7,"ABSTRACT STUDIOS"
1,"MAY190416D ","FREEDOM FIGHTERS #7 (OF 12)",3.99,1.7955,1.80,1,7,"DC COMICS"
2,"APR190613E ","GI JOE A REAL AMERICAN HERO #265 CVR A DIAZ (C: 1-0-0)",3.99,1.9950,3.99,1,7,"IDW PUBLISHING"
